"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"Monthly","Bank Transfer","Yes","Fiber Optic",88.2,2017-10-22,2,283.89,48,"No","0.925318764814377","1.02351131329177","0.700012129297132","0.530320517594995","0.7318998524421","","1.13545826499173","0.214700312263524","1.03345670695372","0.220942340495473","0.215339848237695","0.45992622066708","0.948688687315151","0.542416326256967","0.505165797491353","0.464374029091154","0.362808491403705","0.083425173159272","0.904526705439292","0.49755493432004"
"Monthly","Bank Transfer","Yes","Other",89.14,2012-06-04,4,183.15,48,"No","1.71006201579074","1.43799036961045","1.51557379956444","1.75640260419093","1.76632762844672","1.75383693872936","1.83000363002697","2.26341122117606","1.52728745390491","1.91169842678932","1.57871889863979","1.70950909181341","1.61460071953011","1.37350281423337","1.85294150972911","1.9454231071598","1.69286411090364","1.85354840800457","1.50486843807297","1.77991206244381"
"Monthly","Credit Card","No","Other",58.89,2011-08-16,0,75.9,34,"No","0.688600028345016","0.594919339899041","0.187139581119592","","1.1070687632853","0.888311074211927","0.607393139299663","0.282193803213937","0.664858811908686","0.669148665904848","0.47074422480065","","0.302621141472132","","0.611297047020848","0.587853347809561","0.735113457005949","0.749934730186755","","0.872188164153535"
"Monthly","Credit Card","Yes","DSL1",69.29,2019-02-20,2,242.5,27,"No","-1.73536120889363","-2.35700508911724","-1.97046244951228","-1.90069566365919","-1.68551910146156","-1.81466166903453","-1.84706671368301","-2.15569620809348","-2.39233344945258","-1.49362399118742","-2.18380192160476","-1.9846561412117","-2.31572639727278","-1.55248330072717","","-1.5653179525535","-1.9019646377259","-2.11480281362144","-2.24068563870154","-1.98887433218604"
"Monthly","Bank Transfer","No","DSL3",25.76,2013-04-02,2,114.05,50,"No","0.218004803264746","0.700225321326469","0.273512903675807","0.2368564986473","-0.0815913633473107","0.492704065621377","0.321753452462462","0.675658770874996","0.886467945475779","0.57747746879109","0.284843220594478","0.517456643249524","0.963575727763641","0.418548069815836","0.986487435841213","0.332190955334586","0.379337366411202","0.882444885913335","1.03189838400699","0.57138014625202"
"1-Year","Bank Transfer","No","DSL1",72.02,2014-02-26,2,229.35,29,"No","1.23681574644519","1.00201172309449","0.642793506562096","0.910330953255905","0.765250808730417","0.900997282623885","0.496075577726815","0.973112551351445","1.06248093406437","0.963303563904415","0.604287289447575","0.620506271546474","","0.976193952031332","0.912233259032317","0.821894953036411","0.502869203065721","0.650725192813723","1.02002709305468","0.507945538771713"
"Monthly","Bank Transfer","Yes","DSL3",72.39,2012-10-13,4,202.09,45,"No","-0.424399623494203","-0.68532582065731","-0.915491339405403","0.544682530528416","-0.815743356230537","-1.13875600587717","-1.04542825497338","-0.841345349139514","-0.432601645109495","-0.16326814087491","-0.0832860227813938","-0.540809281126264","","-0.747468997119369","-0.871542457687674","-0.997624800351086","-0.374231786064353","-0.597305516195961","-0.609339905587894","-0.481822249636604"
"1-Year","Bank Transfer","Yes","Other",76.5,2011-11-05,3,179.26,30,"No","","-0.579474723678189","-0.247356736574645","-0.486940921427306","-0.778671455387709","-0.397590070589481","-0.763831814575949","0.29543311117131","-0.832060286505736","-0.485916209342132","","-0.741768343408469","0.0754752549577492","-0.895957399289102","-0.632211941640529","0.126601295118963","-0.887892905202726","-0.454854032078418","-0.0134022969036404","-0.307548615517482"
"Monthly","Bank Transfer","Yes","Fiber Optic",91.67,2014-03-17,2,161.79,23,"No","-0.448677377453018","-0.501112657553509","-0.739813270787051","-1.32377763195667","-0.907253838299637","-0.551045662935819","-0.291055222754104","-1.67487553237821","0.0520411690555503","-0.711144739321888","-1.42500078533935","-0.528641074906211","-0.24969817517467","-0.515384466181268","-0.505421421498802","-0.52265110159874","-0.739354320326278","-0.784938438090154","-1.11704389380771","-0.815869667020074"
"Monthly","Check","No","DSL2",70.42,2016-05-19,4,224.34,36,"No","0.247811327532635","-0.0763175212341487","0.536382209060226","0.382607488804939","0.620157431258159","0.0853640091907831","","0.021835445666227","0.286962126227547","0.152401533571042","0.595237596588299","-0.0894537778328895","0.094084919665583","-0.032308685047937","0.124126249420439","0.337929964271038","0.323227372802803","0.635688443572566","0.314313642622974",""
"Monthly","Bank Transfer","Yes","Other",67.76,2019-06-28,3,171.74,52,"No","-0.38383981219521","-0.851057313385918","-1.30017703498202","-1.33535126929067","-1.39968841377642","-1.09443610131177","-1.27304041176694","-1.39891733773042","","-0.880877726075448","-1.20671632861792","-1.17757517354961","-1.29806288348034","-1.27829496244028","-0.670945690346736","-1.08602836116923","-0.644398688408947","","-1.12078299870546","-1.28107092349134"
"1-Year","Credit Card","Yes","DSL1",45.78,2012-01-18,4,165.6,39,"No","1.28570290649301","1.28143882625468","1.04325240816104","1.10208800431496","1.13507301756535","1.08246044115344","1.12591216604306","0.978547513896889","0.691126710917341","0.614544080107193","0.776257692584228","1.55386254881523","1.5827506790819","1.1548415246529","1.50007959120071","1.33651555813808","0.791621899695807","0.637682223709787","","1.13403462394151"
"Monthly","Credit Card","No","DSL1",72.07,2010-06-04,4,310.46,31,"No","0.10683366190416","-0.31301714216858","-0.0587971838124211","0.0713828498128657","0.821198310983577","0.0613838799725109","0.285606317370609","0.201301485032561","0.000898339121437637","0.136701199943178","-0.256841794778015","0.0350769448004952","-0.0572547803186576","","0.2233035860211","-0.303447844731059","","-0.4887380384126","","0.0899390987514178"
"Monthly","Check","No","Fiber Optic",43.01,2018-07-04,2,210.5,37,"No","0.596902579513539","0.832084234956531","0.635585559156048","0.539810052963389","0.381690698794968","0.641989271513084","0.831718587268228","0.470451726241127","0.641079100852321","1.01539597209396","1.2480274126001","0.713888665177008","0.307086790795424","1.16926941038946","0.644244496948554","0.724152045401065","0.187762317027347","0.779637804151416","0.286765205122318","0.749641670376059"
"2-Year","Credit Card","No","DSL3",61.47,2020-07-03,3,222.75,18,"No","-0.537401941458281","-0.43070750404283","-0.695969884640707","-0.828382769407587","-1.33686217009376","-0.311268613827536","-0.804771230948766","-0.891791439079584","-0.294891233405309","-0.649630403491454","-0.556648240658757","-0.51162619773291","-0.673916044841751","-0.791491185351458","-0.716119383012127","-0.784967162995584","-0.184142410628432","-0.464555083319994","-1.14106964019015","-0.346103895050885"
"Monthly","Check","No","Fiber Optic",62.04,2010-09-17,4,129.45,28,"No","-1.14384882090136","-1.71408354943136","-0.957561893229237","-0.923846979102026","-1.31067934995117","-0.810240257878074","-0.97882330722022","-0.932598056520483","-0.541830584213609","","-0.991437146341325","-1.29617528136006","-1.24006231887376","-1.08599764261902","-0.668126761380545","-0.631749906297694","-1.18770045033695","-1.21198220266741","-0.797580866401241","-1.39855984555692"
"2-Year","Credit Card","No","DSL2",76.34,2015-01-23,1,236.03,21,"Yes","-1.83358725002961","-1.87233208356175","-2.18224401447367","-1.96078856195008","-2.26079372676556","-1.53097773646866","-1.96016677814039","-2.17968471599195","-2.00898613689377","-1.82983450039696","-2.21240376738926","-1.54859544544368","-2.22497422212252","-1.53272642896763","-1.53808492004131","-1.97417533729268","-2.17886076503124","-1.94953726853577","-2.40787902046894","-1.97901744345391"
"1-Year","Credit Card","Yes","DSL1",79.71,2016-09-13,5,176.98,55,"No","-0.147773557776418","-0.211015021367964","","0.128434488864424","0.215368278229382","","0.10780992059014","-0.743794905741601","","-0.672086876081288","-0.300900688599994","-0.0972193830824279","","-0.0305943817090295","0.00135291658303319","-0.147526001196826","","0.0579332493449378","-0.212404443370275","0.156907063390296"
"Monthly","Bank Transfer","Yes","DSL2",82.35,2020-01-24,1,105.97,46,"No","0.563546224819582","0.763975047742524","0.350145219269985","0.214928841952715","1.15617955443741","0.5465193581929","0.621705479137155","","0.480209763356983","0.435271111813352","0.693225296244353","0.959159517717441","-0.0332459587294686","-0.0133242256279694","0.27296366168874","0.259711990258752","1.06568170258959","0.336300451166865","0.859328101802909",""
"1-Year","Check","No","Fiber Optic",90.42,2016-08-05,3,242.9,40,"No","0.982436284296891","0.814478396161394","0.282467052132423","1.42567831492101","0.982644101504435","0.825866439544564","0.799215233018062","0.477633132033339","","0.873225833143381","0.953193209399673","1.02457776172595","0.816776643332592","","","1.20514125753488","0.418029813454622","1.055350171319","0.287914326348018","0.729208736028242"
"Monthly","Bank Transfer","No","DSL1",71.12,2011-03-12,5,224.07,49,"No","0.102307288939032","0.851154693062054","0.606257511657556","0.463905996396747","0.302892033266253","0.245674691868605","","0.321486479259627","0.32445832916594","","-0.32289800702718","-0.220725475137365","0.036167965809252","0.47141753568204","","0.0823020312378526","0.229936496133766","0.30132626152319","0.614858630372339","-0.405715929468657"
"1-Year","Bank Transfer","No","DSL2",84.2,2014-10-22,4,240.53,36,"No","-0.490915882029476","0.391155406853242","0.200887209861284","","0.473644702469404","0.16444899243251","-0.102874724131433","0.412431322244013","0.250123882642654","0.577768691129423","0.102953041279403","0.317368328285934","-0.346192852338775","-0.47967415951684","0.151022664166679","0.455846972487773","-0.517125577951394","","0.561430102529981",""
"1-Year","Credit Card","Yes","DSL2",115.48,2010-01-19,4,290.57,35,"No","-2.26847395712002","-2.0731688242078","-2.09689831783098","-2.21593671023499","-1.79521606269169","-1.89159524294862","-1.61551517261555","-2.44376651369543","-1.89488575028209","-1.67010397042556","-1.70625242788715","-2.34180114168124","-2.02063160432288","-1.73001196970437","","-1.89144932237759","-1.65039475158805","-1.96216908698195","-1.87112867934892","-1.22001669959399"
"Monthly","Check","No","Fiber Optic",88.18,2015-08-16,3,152.71,54,"No","1.34719029783691","0.987446458103436","1.19589717780662","0.791395779145384","0.898393151951023","0.935616798868547","","0.759606016665116","","1.57909837540158","1.58051491498883","0.762488518885628","0.995725688893594","1.2084163038426","1.02105188987817","1.27955176990896","1.22912452789909","1.25512250622681","","0.43485106586349"
"1-Year","Credit Card","Yes","Other",93.88,2011-02-02,1,131.77,18,"No","0.95943063134561","0.964379852607065","0.663731994848268","0.752566406900238","1.83558884709852","0.75484014130389","0.5960580232916","0.772566386525038","","1.21144381602091","0.890896119767421","0.986399613701822","1.80748175766997","","0.562086016875373","1.36193297945099","1.12590562762567","0.981689854004206","1.74622958386039","1.2004464365267"
"Monthly","Bank Transfer","No","Fiber Optic",101.01,2015-04-25,5,191.89,51,"No","0.357711373066697","0.607214661394493","0.950297358134799","0.179350330000488","0.143338750929192","-0.0790822021117111","0.801244572081216","0.416725622958387","0.248142854927154","0.196817839347411","0.700173385694571","-0.199838123608114","0.0729348426528632","0.0592478845545546","0.524229312671415","0.835886302335361","0.684693216885093","0.324545554920379","0.740201245866197","0.198260874272676"
"1-Year","Credit Card","Yes","Other",60.04,2012-12-18,4,157.91,49,"No","","-0.784490353616604","-0.375593344648303","-0.315947011866132","-0.249980634040465","-0.431101875761979","-0.900492550901654","-0.370447208632695","","-1.04243644991347","-0.455301971917771","-0.278522569290328","","","-0.430973182287083","-0.240803237016565","-0.672718722489702","-0.411545056917945","-1.73368205892983","-1.10956470720237"
"1-Year","Credit Card","Yes","DSL1",99.7,2018-03-11,2,201.51,49,"No","-1.0165574762745","-0.982049149000745","-0.840435645342006","-1.11074378949196","-0.767549730640517","-0.748192721791082","","-0.73522774223369","-0.0342178741878199","-1.00235219204922","-0.899334870294054","-0.43203089298333","-0.232433670939025","-0.543728989655256","-0.67541164737218","-0.999620744540375","","-1.25388874077319","-0.934358168498073","-0.741133182364499"
"1-Year","Credit Card","No","Other",109.21,2015-11-27,4,236.51,47,"Yes","0.69222284618726","","1.21327030703645","","1.20220700092381","0.448898735816181","0.733522932007249","0.874773605984087","1.31526521934596","0.702999058399461","0.947712614853595","1.01474989692135","","0.57888501967076","0.685964400160256","0.70318816415991","1.11243067403688","0.651165054000034","","0.436238014370079"
"Monthly","Credit Card","No","Other",68.52,2016-09-17,1,187.16,55,"No","-0.0745542433759902","-0.124835483384486","0.0455668724837572","0.789580877902049","-0.222882260149587","-0.165956541883245","","0.165135391917975","","","-0.439978524455912","-0.472525685501404","-0.204745624929079","0.287181998821222","","-0.220418695263005","0.0132293913999317","-0.0853895105742837","0.0822835564346041","0.271948144286703"
"Monthly","Bank Transfer","Yes","DSL2",99.71,2017-12-15,2,154.86,64,"No","","-1.10938804656418","-1.55444951796368","-1.24933143903381","-1.37463937359964","-1.26910684483865","-1.3378472489326","","-0.886547513183311","-0.896674695151751","-0.802170966494795","-0.867693366601067","-0.645639699543768","-0.601530671336874","-0.67685232961461","-1.3559779073178","-1.14473687430212","-1.54799057548088","-1.10323050933367","-1.19337650269104"
"1-Year","Bank Transfer","Yes","Fiber Optic",85.41,2020-02-03,0,191.6,56,"No","-0.966999409492643","-0.513016692011287","-1.02017272656266","","-1.12413368682155","-0.83136471525931","-1.42630113037175","-0.998215226485606","-1.45824402621054","-0.607948611369265","-1.3326073790204","-1.01431198310496","-1.40090535269245","-0.465875675086906","-0.820166748766845","-1.2636089123352","-1.5273369778173","-1.59046137377757","-1.19898658967054","-0.498852301173033"
"Monthly","Bank Transfer","Yes","DSL2",37.44,2010-05-16,0,198.39,43,"No","0.923256312470908","0.0993807958165787","","-0.0688202230143662","0.282331107094857","-0.0308896322720188","0.252225364063297","0.20320500904645","0.0927747833031167","0.28457024548074","0.195216480556555","0.0422303994344718","0.890553768086633","0.240456420296269","0.0121980542980972","0.430693547110383","0.257740951811539","0.644855385073013","0.469495971628332","0.312297735437038"
"Monthly","Credit Card","Yes","Other",61.28,2017-11-03,1,262.09,18,"No","-0.684109932213888","-0.429753166047568","-1.05187750669148","0.11577411221996","-1.03390686606565","-0.087427309182818","-0.500423274122534","-0.792356167579028","-0.945614739692323","-0.875578175393591","-0.814135206681212","-0.377932335615395","","-0.669263630695673","-0.613527675123843","","-1.08487466413491","-0.287862023929579","-0.692353851308216","-0.345262535638263"
